1,2,3,4,5,language,source,gram
3.845505722,2.095146632,2.527199833,2.567067143,2.926324803,Kirghiz,wikipedia,trigram
3.111648693,2.445512215,2.868463364,2.632105029,3.057738231,Nahuatl,wikipedia,trigram
3.203930595,2.718874876,1.983303444,2.504285896,2.860804652,Picard,wikipedia,trigram
2.609065399,1.390136641,2.098564129,1.909391091,2.860218854,Ladino,wikipedia,trigram
2.874686998,2.537681408,2.763991899,2.337437954,3.349925563,Friulian,wikipedia,trigram
2.976521571,1.371466416,2.284555766,2.644606256,2.905592363,Neapolitan,wikipedia,trigram
3.516828513,2.730412825,2.901569765,2.506687943,2.440364302,Kabyle,wikipedia,trigram
3.528285745,3.204052233,3.455079679,3.603859761,3.380561365,Divehi,wikipedia,trigram
3.5179807,2.168588926,2.904130331,3.362609302,2.538738598,Guarani,wikipedia,trigram
3.336678908,2.594958396,2.740856708,2.972131081,2.640543539,Kabiye,wikipedia,trigram
2.886013662,1.623665,2.133732377,2.453900268,2.797428322,Tetum,wikipedia,trigram
3.091710064,2.389232099,2.654187131,2.74008097,3.069279577,Tsonga,wikipedia,trigram
2.314388976,0.823609326,2.715775564,1.463817126,2.265828982,Zeelandic,wikipedia,trigram
4.516758707,3.331812568,3.587515018,2.550673956,1.344807618,Burmese,wikipedia,trigram
3.743316264,3.493241063,3.418908086,3.541089113,3.037907233,Sinhalese,wikipedia,trigram
3.149951883,2.528489265,1.802228331,1.443943971,2.326263851,Aymara,wikipedia,trigram
3.623096699,2.882294107,3.070711194,3.199109797,3.722213806,Maltese,wikipedia,trigram
3.912881152,3.63269828,3.899958411,3.800582736,3.669211658,Tulu,wikipedia,trigram
2.86251796,1.636844634,2.232535109,2.663840342,2.522800134,Hausa,wikipedia,trigram
3.566296619,2.870630759,2.271156856,3.269801711,2.166654265,Amharic,wikipedia,trigram
3.923829482,3.068550073,2.540032152,3.031512045,2.805588229,Ossetian,wikipedia,trigram
3.884899632,3.048190804,2.634389096,2.926139153,3.182810181,Zazaki,wikipedia,trigram
3.54937531,2.653010194,2.95030389,2.528228814,3.284842657,Faroese,wikipedia,trigram
3.413850261,2.1150117,1.195556648,1.789731471,2.315205013,Bashkir,wikipedia,trigram
2.748155983,2.481981922,2.448274876,2.552974691,3.488408617,Romansh,wikipedia,trigram
2.709226253,2.332841284,2.561035768,2.682970382,3.241026794,Yiddish,wikipedia,trigram
2.848059142,2.008952545,2.259340042,2.408187832,3.189730114,Walloon,wikipedia,trigram
2.935672583,2.683819786,2.757651223,2.53180532,3.580349542,Mirandese,wikipedia,trigram
2.973135465,1.488940868,2.00452671,2.429937188,1.767416419,Mazandarani,wikipedia,trigram
2.847128508,2.21126468,2.940569653,2.656566459,3.636882562,Venetian,wikipedia,trigram
3.338186358,2.154991434,2.721548725,2.601242844,3.178352171,Rusyn,wikipedia,trigram
1.846735726,2.306977499,2.389395848,2.61252022,3.206190324,Emilian-Romagnol,wikipedia,trigram
2.984665449,2.787300731,2.428469991,2.615558534,3.709530683,Sardinian,wikipedia,trigram
1.987423679,2.756232413,2.708764646,2.997483907,3.593302131,Limburgish,wikipedia,trigram
3.587612966,2.151075563,2.587932375,2.813482261,3.018799676,Somali,wikipedia,trigram
2.960275312,1.776620467,2.683262384,2.47245851,2.987935359,Sicilian,wikipedia,trigram
3.569828739,2.58529968,3.03415275,2.848378253,2.160377213,Lezgian,wikipedia,trigram
2.345468814,0.561799401,1.418331398,1.81275704,1.003278678,Malagasy,wikipedia,trigram
2.654274173,1.968548235,1.49353656,2.3736618,2.732228672,Lombard,wikipedia,trigram
2.224735958,0.999808332,1.569082143,2.073619321,1.982880701,Tongan,wikipedia,trigram
3.076292703,2.599480772,2.777694742,2.219200348,2.911606954,Bavarian,wikipedia,trigram
3.262651845,2.99760877,3.127233048,3.317873311,2.78568004,Pashto,wikipedia,trigram
1.053686522,1.394521258,0.84755907,1.869823944,0.477522366,Maori,wikipedia,trigram
3.454808148,2.011542415,2.259868877,2.562787935,2.998045383,Breton,wikipedia,trigram
2.705721583,1.929778922,2.270306032,2.411922334,3.063041594,Aragonese,wikipedia,trigram
3.113916454,2.30269523,2.53846579,2.822407856,3.128548151,Swedish,wikipedia,trigram
4.030363825,2.892746375,2.379902871,1.785172149,2.381882967,Nepali,wikipedia,trigram
4.13706933,3.76491192,3.952548396,3.15556702,3.582270713,Chinese,wikipedia,trigram
2.731411356,2.271083411,2.631517231,2.498807661,3.021304184,Irish,wikipedia,trigram
3.09406464,2.43564428,2.517172577,2.25234388,2.670228794,Scots,wikipedia,trigram
3.182007864,2.62091014,2.784320231,2.392574241,3.065319162,Luxembourgish,wikipedia,trigram
3.968758403,3.237517114,3.404479601,3.340361359,3.026130167,Mongolian,wikipedia,trigram
3.514131097,2.093365433,2.380241985,2.645061206,2.809689292,Swahili,wikipedia,trigram
2.759680149,1.768401003,1.994737333,2.299003957,2.470529146,Welsh,wikipedia,trigram
3.900747731,3.22698141,2.356453631,2.57403283,1.625174578,Uzbek,wikipedia,trigram
3.778450267,2.757487374,1.862167664,2.269281265,2.594886249,Latin,wikipedia,trigram
3.131054136,2.096693251,2.34236003,2.532056631,3.127746387,Occitan,wikipedia,trigram
3.909334382,2.27108375,2.392943157,2.555917281,2.411481124,Georgian,wikipedia,trigram
3.630600386,1.98812481,2.063698928,1.825651521,2.434057206,Bengali,wikipedia,trigram
3.066498178,1.184151454,1.684887211,1.357429381,1.067301706,Telugu,wikipedia,trigram
3.602245535,1.512139322,2.069152611,2.358961938,1.604469883,Kazakh,wikipedia,trigram
3.630279288,2.439278422,2.630940106,2.226079927,3.156497557,Albanian,wikipedia,trigram
3.443520508,1.719487958,1.877445012,2.04930115,2.290755904,Macedonian,wikipedia,trigram
2.961454343,2.669027791,2.815906492,2.474239515,2.961063314,English,wikipedia,trigram
3.188673529,2.070285706,2.189076867,1.516089633,1.813250476,Hindi,wikipedia,trigram
2.85387132,1.031549259,1.312263207,1.507270507,1.222324824,Armenian,wikipedia,trigram
3.935494094,2.239514004,2.559330167,2.400967091,2.718103393,Serbian,wikipedia,trigram
2.671841539,1.644884683,1.681893083,1.51204011,1.756034272,Greek,wikipedia,trigram
4.281726056,1.823790999,1.494615379,1.632342105,1.483483342,Japanese,wikipedia,trigram
3.853258263,2.033329502,1.847370657,1.763471518,1.705996292,Hebrew,wikipedia,trigram
3.544689756,3.016858953,3.263810978,2.992285226,2.224001744,Tamil,wikipedia,trigram
3.235011323,2.921818017,3.14032849,2.482984957,3.36061102,Anglo-Saxon,wikipedia,trigram
3.506627372,1.840267589,2.265732639,2.856582793,2.484282174,Bosnian,wikipedia,trigram
2.750409473,1.926875407,2.207350993,2.439210238,2.640059999,Afrikaans,wikipedia,trigram
4.051841821,2.359841146,2.510891472,2.607159649,2.102229648,Basque,wikipedia,trigram
3.566799616,1.835498921,2.404374824,2.177415602,2.537045395,Slovak,wikipedia,trigram
3.988094809,2.831030746,2.895224504,2.981013246,3.238934412,Estonian,wikipedia,trigram
3.543264898,1.918402156,1.593203314,1.791031447,1.73565747,Bulgarian,wikipedia,trigram
3.659006934,2.290466122,2.371761167,2.059533189,2.556185166,Croatian,wikipedia,trigram
4.198834701,1.999067892,1.844264474,1.76603448,1.74090362,Finnish,wikipedia,trigram
3.57102044,2.300102708,2.418098782,2.10534686,2.345889349,Malay,wikipedia,trigram
3.002162777,1.857028765,2.024087962,2.149869297,1.141485203,Persian,wikipedia,trigram
2.872286347,1.774141506,1.535706973,1.431329565,1.669778435,Hungarian,wikipedia,trigram
3.743789312,2.370999749,2.248685689,2.153386557,1.661492697,Turkish,wikipedia,trigram
3.070109493,2.178562732,2.238547675,1.843563675,2.488349791,Galician,wikipedia,trigram
3.363694713,1.724756382,1.887353471,1.777695694,1.97484896,Romanian,wikipedia,trigram
3.100303904,2.046309842,1.763882858,1.564984705,2.135848718,Catalan,wikipedia,trigram
3.154279028,2.184233243,2.053375441,1.802551819,2.419109601,Asturian,wikipedia,trigram
3.81701249,2.315253123,2.553001997,2.661745018,2.860842222,Slovenian,wikipedia,trigram
2.084498221,0.470196892,0.159205271,1.031310067,0.509601268,Waray,wikipedia,trigram
3.097222625,2.299960919,1.892810181,2.139302009,2.745363018,Esperanto,wikipedia,trigram
4.045530141,2.730772556,2.787113613,2.891220408,2.540727012,Lithuanian,wikipedia,trigram
3.602675252,2.714022146,2.875898791,2.983786844,3.226681005,Latvian,wikipedia,trigram
3.507003318,2.170421728,2.533440391,2.315713488,2.488615586,Indonesian,wikipedia,trigram
3.523542634,2.251054017,2.310070412,2.136301895,2.757897085,Danish,wikipedia,trigram
3.665463137,1.91129813,1.546225832,1.421000382,1.616072251,Czech,wikipedia,trigram
3.884573596,3.052425309,2.643864248,2.945280373,3.194484759,Zazaki,wikipedia,trigram
3.879669168,1.958289112,1.423441393,1.580782837,1.396870383,Ukrainian,wikipedia,trigram
2.554741532,1.594322169,1.816451725,1.744543247,2.187963009,Dutch,wikipedia,trigram
3.803731876,1.903433073,1.429300043,1.520853123,1.364003324,Russian,wikipedia,trigram
2.876267243,1.343457669,1.484267641,1.204668695,0.800584461,Vietnamese,wikipedia,trigram
3.102917371,2.538823628,2.741414878,2.696175433,3.089139344,German,wikipedia,trigram
2.675919737,0.747525609,1.032700327,1.685054567,1.176518264,Arabic,wikipedia,trigram
3.85766333,2.008139509,1.608662123,1.659514912,1.508216546,Polish,wikipedia,trigram
2.95109053,1.993718397,1.37815021,1.073781125,1.574481974,Spanish,wikipedia,trigram
3.885417929,2.72004346,2.984028732,3.092317505,3.235123573,Zazaki,wikipedia,trigram
4.046495293,3.14116773,3.596616803,3.354774989,3.721158146,Chinese,wikipedia,trigram
2.959237306,2.667911983,2.81439913,2.472513941,2.967813493,English,wikipedia,trigram
3.523437801,2.250865599,2.311831522,2.138405678,2.759120399,Danish,wikipedia,trigram
3.854034285,2.032806731,1.84479107,1.76992488,1.69604583,Hebrew,wikipedia,trigram
3.196765169,2.690602758,2.950988481,3.119468074,3.419875167,Alemannic,wikipedia,trigram
3.200351906,2.690376225,2.950278132,3.121373638,3.417750196,Alemannic,wikipedia,trigram
3.524108016,3.626492929,3.657204222,3.854962908,4.256358774,Alemannic,wikipedia,unigram
4.257588534,3.702283602,3.845066132,3.352818675,4.044108184,Wu,wikipedia,unigram
3.326102373,2.19200352,2.936229705,2.637250478,2.576032807,Acehnese,wikipedia,unigram
3.260507727,2.960096028,3.060375717,3.190022203,3.424486235,Wolof,wikipedia,unigram
3.693558799,3.337364718,3.483595002,3.208029678,3.577614087,Gagauz,wikipedia,unigram
3.393117555,2.260615213,2.955367848,2.247028877,3.235011641,Silesian,wikipedia,unigram
4.542692737,3.591707349,3.871268703,3.400118637,3.992440545,Urdu,wikipedia,unigram
3.693086161,3.337510993,3.009413794,3.416508467,3.75508549,Chuvash,wikipedia,unigram
3.820548201,3.67092594,3.710981465,3.826304135,4.002293361,Sakha,wikipedia,unigram
3.787195344,3.011624502,3.434274418,3.50045994,3.782011526,Bashkir,wikipedia,unigram
4.111213894,4.172239982,4.136930157,4.228446782,4.287146444,Uyghur,wikipedia,unigram
3.748121749,2.934966945,3.418598888,3.765053855,3.392333558,Tatar,wikipedia,unigram
3.682652296,3.45421107,3.555825265,3.658104437,3.90738004,Belarusian,wikipedia,unigram
4.063783014,3.843879938,3.938527061,4.133296693,4.348945316,Georgian,wikipedia,unigram
3.940299569,3.381417202,3.575499674,3.629522909,4.340729537,Icelandic,wikipedia,unigram
4.10842267,3.403260262,3.042570911,2.666395952,3.417719262,Yoruba,wikipedia,unigram
3.722724132,3.394323236,3.609012096,3.465532305,3.253945399,Telugu,wikipedia,unigram
3.972567474,3.37871504,3.102529949,3.224581786,3.717300709,Quechua,wikipedia,unigram
3.952541647,3.625367947,3.31207466,3.804863198,2.529572456,Gujarati,wikipedia,unigram
2.451465249,3.402156744,2.770546409,3.152500511,2.834133449,Pangasinan,wikipedia,unigram
3.161194778,3.423652368,3.113291763,3.29950125,3.715063839,Kapampangan,wikipedia,unigram
4.257487544,4.169563452,4.321433024,4.015723479,4.084103607,Khmer,wikipedia,unigram
3.942572321,3.431942046,3.661403616,3.572016622,3.919385111,Javanese,wikipedia,unigram
3.678653287,2.857891807,3.562049583,3.125137087,3.627714908,Sundanese,wikipedia,unigram
3.88260864,2.899166747,3.111872149,3.238246074,3.503070336,Hakka,wikipedia,unigram
3.701793677,3.429505032,3.578570117,3.385073582,4.283272672,Macedonian,wikipedia,unigram
3.930557836,3.77381664,3.931498069,4.045073242,4.21588817,Turkmen,wikipedia,unigram
4.112171191,3.812104652,3.719343976,3.470849856,3.919392174,Kirghiz,wikipedia,unigram
3.625006263,2.873967488,3.255184746,3.610794319,3.151250156,Tajik,wikipedia,unigram
2.841874357,3.161088469,3.324681192,2.870698455,3.624127951,Norman,wikipedia,unigram
3.965207087,3.377337591,3.753777043,4.03679434,3.770771986,Kazakh,wikipedia,unigram
2.844278764,3.37223215,3.154190295,2.991855464,3.986926883,Corsican,wikipedia,unigram
4.061915858,3.768570065,3.422755665,3.667027835,3.919337529,Latin,wikipedia,unigram
3.272060788,3.409104674,3.482419724,3.298643679,4.053202671,Welsh,wikipedia,unigram
4.220092264,3.729925423,3.853431245,3.486362169,4.261532337,Bengali,wikipedia,unigram
3.59025724,3.395113126,3.236749847,3.503221876,3.064507936,Bhojpuri,wikipedia,unigram
3.849290516,3.748077232,3.184046357,3.569850327,3.445328193,Assamese,wikipedia,unigram
3.796860262,3.918017541,3.983420549,4.073163254,3.973606757,Divehi,wikipedia,unigram
2.948287435,2.989745745,2.99243912,3.070983156,3.88371296,Walloon,wikipedia,unigram
3.029675116,3.298837351,3.173639941,3.308474185,4.144255493,Yiddish,wikipedia,unigram
3.745402114,3.161298297,3.582127837,3.728239398,3.875873892,Armenian,wikipedia,unigram
3.869653174,3.494344542,3.525103964,3.643357764,4.295081173,Maltese,wikipedia,unigram
3.081930185,3.350455672,3.135222117,3.182637738,4.282875309,Romansh,wikipedia,unigram
3.359247383,3.599212373,3.741211743,3.430901306,3.939084702,Bavarian,wikipedia,unigram
3.739434333,3.371399107,3.605800981,3.18828719,4.051837935,Faroese,wikipedia,unigram
2.956901651,3.563410232,3.234947755,3.48744471,4.003906962,Ripuarian,wikipedia,unigram
2.942327142,3.515114648,3.391263241,3.572291308,4.332661015,Limburgish,wikipedia,unigram
3.441743469,3.706833481,3.328926723,3.4852579,4.108960977,Luxembourgish,wikipedia,unigram
2.202016094,2.784897177,2.415318682,2.761746458,3.316972681,Zeelandic,wikipedia,unigram
3.468280391,3.273452618,3.397173921,3.297646337,3.805802854,Scots,wikipedia,unigram
3.066522189,3.147401397,3.224408548,3.225660485,4.248697149,Aragonese,wikipedia,unigram
2.867805241,3.1322287,3.253513201,3.294159117,4.216654717,Emilian-Romagnol,wikipedia,unigram
3.287456943,3.784699522,3.561244045,3.62891096,4.228116227,Greek,wikipedia,unigram
3.072895846,3.412684693,2.868374698,3.07267588,3.95019053,Friulian,wikipedia,unigram
2.730614805,3.086860848,2.858499019,2.962637293,3.866117129,Ladino,wikipedia,unigram
2.954827416,3.333905463,2.834166978,3.046547557,4.156871789,Lombard,wikipedia,unigram
3.540846036,2.41078398,3.196128968,3.296545095,3.933417509,Neapolitan,wikipedia,unigram
3.271036823,3.44362155,3.181449422,3.026682302,4.224918688,Mirandese,wikipedia,unigram
3.45961566,3.15829568,2.943194158,3.227872395,3.724979123,Picard,wikipedia,unigram
3.173971061,3.331800642,3.012258808,3.089240765,4.271522121,Sardinian,wikipedia,unigram
3.039098839,3.391522245,3.441550565,3.305697057,4.078469445,Sicilian,wikipedia,unigram
3.07421697,3.305041773,3.450884773,3.119002528,4.326541852,Venetian,wikipedia,unigram
3.767481829,2.697444979,3.061105301,3.50555387,3.186751577,Serbo-Croatian,wikipedia,unigram
3.52743627,3.387167314,3.322083195,3.058420062,4.428572762,Occitan,wikipedia,unigram
3.698294492,3.432880082,3.587850401,3.293142547,3.845671594,Rusyn,wikipedia,unigram
4.006135762,3.803086284,3.349303085,4.075445707,3.024846432,Amharic,wikipedia,unigram
3.729991877,3.017029758,3.385479514,3.605178162,3.315624569,Gilaki,wikipedia,unigram
4.058940395,3.472310537,3.376659351,3.576587973,3.922364167,Zazaki,wikipedia,unigram
3.518570054,3.084450878,3.322313812,3.585547446,3.05175553,Mazandarani,wikipedia,unigram
4.048379037,3.343131612,3.588367742,3.441289341,3.718061594,Ossetian,wikipedia,unigram
4.047863007,3.477257055,3.957248238,3.861041129,3.212600283,Uzbek,wikipedia,unigram
3.457689519,3.762469672,3.535901394,3.697198099,3.802199453,Pashto,wikipedia,unigram
3.92641221,3.521507561,3.338520277,3.669494016,3.579175621,Komi,wikipedia,unigram
3.496955037,3.327840417,3.113790449,3.450749687,3.728391547,Vepsian,wikipedia,unigram
3.561484453,2.962622577,3.279239237,3.442734783,3.209084975,Erzya,wikipedia,unigram
3.982728425,3.856426332,4.10435709,3.83581004,3.641989591,Konkani,wikipedia,unigram
3.794651027,3.062311836,3.511820602,3.077781297,3.340723929,Maithili,wikipedia,unigram
3.743047492,3.366478851,3.657837459,2.984353195,3.173858722,Odia,wikipedia,unigram
4.399201419,4.019832814,3.725469779,3.94656401,3.470928342,Sanskrit,wikipedia,unigram
3.744541746,3.483596495,3.531837166,3.706163145,3.063383718,Sindhi,wikipedia,unigram
2.504577505,3.044685818,3.242748947,2.779347402,3.415676148,Ido,wikipedia,unigram
4.179340738,4.125655674,4.048894661,4.249476276,4.533241025,Kannada,wikipedia,unigram
4.126663786,4.050188119,3.971889548,4.064409944,3.842497667,Sinhalese,wikipedia,unigram
2.709835982,3.306170447,3.152200857,3.085650019,3.483124916,Manx,wikipedia,unigram
3.252261506,3.380134704,3.248865064,3.289924519,4.062325028,Irish,wikipedia,unigram
3.704768784,3.165590212,3.30764135,3.328633751,4.192980765,Breton,wikipedia,unigram
4.031776763,3.538279754,3.765955933,3.664087911,3.966720142,Mingrelian,wikipedia,unigram
4.9544076,3.425402939,4.079053655,2.988122137,3.540214466,Burmese,wikipedia,unigram
4.676498517,4.410601349,4.510305815,4.460554532,4.665763571,Malayalam,wikipedia,unigram
4.023762171,3.642988179,3.481790792,3.635318433,3.721734859,Lao,wikipedia,unigram
3.796856328,3.453253429,3.674816917,3.402597238,3.310737603,Lezgian,wikipedia,unigram
3.004329032,2.804703074,2.965707552,2.769863544,3.757615381,Papiamentu,wikipedia,unigram
3.460701599,3.318501974,3.24915385,3.19658679,3.507476269,Luganda,wikipedia,unigram
2.94953555,2.442100877,3.27104544,2.586928106,3.359898453,Malagasy,wikipedia,unigram
3.788842518,3.262273897,3.420502128,3.123734604,4.010645199,Swahili,wikipedia,unigram
3.920560509,3.470596913,3.315310789,3.366444484,4.413782154,Albanian,wikipedia,unigram
4.077359237,4.311492197,4.486682638,4.043074372,3.277115403,Thai,wikipedia,unigram
4.140600457,3.782037061,3.956116742,3.763980979,4.22022372,Tamil,wikipedia,unigram
3.431330137,3.121591187,3.437211492,3.302931226,3.943498011,Anglo-Saxon,wikipedia,unigram
3.143107028,3.431795133,3.250437404,3.484703381,3.911169289,Afrikaans,wikipedia,unigram
3.81814748,3.360905461,3.668100744,3.835256845,4.128703634,Bosnian,wikipedia,unigram
4.405021899,3.841674884,3.909579714,3.707090521,3.907030108,Basque,wikipedia,unigram
3.938735689,3.566562016,3.828822704,3.917576663,4.249143709,Slovak,wikipedia,unigram
4.273280905,4.155667373,4.017687915,4.250440975,4.651539726,Estonian,wikipedia,unigram
3.825566253,3.538146509,3.570831979,3.611703333,4.132580412,Bulgarian,wikipedia,unigram
4.555151489,4.125446694,4.282562219,4.071082404,4.599453827,Finnish,wikipedia,unigram
3.368428326,3.89606166,3.91752458,4.169738366,4.498150053,Hungarian,wikipedia,unigram
3.960505005,3.581559111,3.881127344,3.749437416,4.45769099,Croatian,wikipedia,unigram
3.674769124,3.464127791,3.342372631,3.815594371,3.092517751,Persian,wikipedia,unigram
3.790785031,3.519338961,3.568901193,3.60241459,3.936885061,Malay,wikipedia,unigram
4.072581925,3.714452277,3.878264225,4.051180263,4.189482404,Turkish,wikipedia,unigram
3.399530115,3.639864206,3.407956048,3.151330757,4.236975733,Galician,wikipedia,unigram
3.687664584,3.536150802,3.405827452,3.564362219,4.252606673,Romanian,wikipedia,unigram
4.717468529,4.475698808,4.597001194,4.417935546,4.337341038,Korean,wikipedia,unigram
3.529964593,3.623381764,3.389283922,3.414632258,4.26485986,Asturian,wikipedia,unigram
3.457432744,3.596752884,3.315837121,3.345409455,4.46701935,Catalan,wikipedia,unigram
4.083111222,3.707651191,3.779039172,3.948211997,4.47609682,Slovenian,wikipedia,unigram
4.200370154,4.052911243,3.95873816,3.869633684,4.095756117,Lithuanian,wikipedia,unigram
3.518995383,3.313858824,3.603920939,3.39416655,4.476240245,Esperanto,wikipedia,unigram
2.174554595,3.987522537,2.368962413,2.75644166,3.348352049,Waray,wikipedia,unigram
3.954276458,3.780702534,3.866215137,3.986616865,4.351973797,Latvian,wikipedia,unigram
3.960990135,3.827202752,3.965865534,3.993785833,4.539081323,Czech,wikipedia,unigram
3.82660015,3.51526422,3.666543316,3.389414663,4.513444301,Danish,wikipedia,unigram
3.759774062,3.476842149,3.576892993,3.611056184,4.029667454,Indonesian,wikipedia,unigram
4.151134461,3.992551344,3.764004293,3.866942187,4.319958933,Ukrainian,wikipedia,unigram
3.078862806,3.35615695,3.405710642,3.506028004,4.603646992,Dutch,wikipedia,unigram
4.077614231,3.950795125,3.833192395,3.950742931,4.297840346,Russian,wikipedia,unigram
3.433257072,2.947076621,3.264860113,2.943512232,3.456795171,Vietnamese,wikipedia,unigram
3.505223196,3.618240045,3.661657493,3.797976996,4.288604542,German,wikipedia,unigram
3.099513097,3.674961168,3.492441607,3.367502485,3.981572304,Arabic,wikipedia,unigram
4.111541473,3.993883909,3.86797533,3.961351663,4.470556437,Polish,wikipedia,unigram3.4257058217652894,3.116390538945367,3.428883644689063,3.296850909226198,3.9354020900976825,Anglo-Saxon,wikipedia,unigram
3.2329318139496332,2.921595445332734,3.152258295540309,2.4959968943839774,3.4063849409430764,Anglo-Saxon,wikipedia,trigram
